<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;;;
SPFB.RTS-12.18;1;14.12.2018;13:51;111390,00;111480,00;111340,00;111430,00;579;;;
SPFB.RTS-12.18;1;14.12.2018;13:52;111410,00;111420,00;111360,00;111390,00;390;;;
SPFB.RTS-12.18;1;14.12.2018;13:53;111380,00;111410,00;111360,00;111390,00;220;;;
SPFB.RTS-12.18;1;14.12.2018;13:54;111400,00;111460,00;111400,00;111450,00;309;;;
SPFB.RTS-12.18;1;14.12.2018;13:55;111460,00;111470,00;111410,00;111420,00;114;;;
SPFB.RTS-12.18;1;14.12.2018;13:56;111430,00;111430,00;111380,00;111400,00;187;;;
SPFB.RTS-12.18;1;14.12.2018;13:57;111390,00;111430,00;111390,00;111430,00;228;;;
SPFB.RTS-12.18;1;14.12.2018;13:58;111430,00;111490,00;111420,00;111470,00;384;;;
SPFB.RTS-12.18;1;14.12.2018;13:59;111470,00;111510,00;111450,00;111480,00;320;;;
SPFB.RTS-12.18;1;14.12.2018;14:00;111470,00;111490,00;111430,00;111480,00;355;;;
SPFB.RTS-12.18;1;14.12.2018;14:06;111470,00;111490,00;111420,00;111440,00;280;;;
SPFB.RTS-12.18;1;14.12.2018;14:07;111440,00;111480,00;111410,00;111420,00;332;;;
SPFB.RTS-12.18;1;14.12.2018;14:08;111430,00;111440,00;111420,00;111440,00;160;;;
SPFB.RTS-12.18;1;14.12.2018;14:09;111450,00;111510,00;111450,00;111480,00;562;;;
SPFB.RTS-12.18;1;14.12.2018;14:10;111470,00;111510,00;111440,00;111500,00;263;;;
SPFB.RTS-12.18;1;14.12.2018;14:11;111500,00;111680,00;111490,00;111650,00;2156;;;
SPFB.RTS-12.18;1;14.12.2018;14:12;111650,00;111690,00;111540,00;111610,00;1335;;;
SPFB.RTS-12.18;1;14.12.2018;14:13;111610,00;111640,00;111550,00;111580,00;527;;;
SPFB.RTS-12.18;1;14.12.2018;14:14;111590,00;111590,00;111550,00;111580,00;241;;;
SPFB.RTS-12.18;1;14.12.2018;14:15;111570,00;111580,00;111540,00;111540,00;236;;;
SPFB.RTS-12.18;1;14.12.2018;14:16;111550,00;111620,00;111540,00;111600,00;499;;;
SPFB.RTS-12.18;1;14.12.2018;14:17;111610,00;111650,00;111610,00;111640,00;444;;;
SPFB.RTS-12.18;1;14.12.2018;14:18;111640,00;111640,00;111590,00;111630,00;305;;;
SPFB.RTS-12.18;1;14.12.2018;14:19;111620,00;111640,00;111560,00;111580,00;225;;;
SPFB.RTS-12.18;1;14.12.2018;14:20;111580,00;111590,00;111530,00;111540,00;425;;;
SPFB.RTS-12.18;1;14.12.2018;14:21;111530,00;111540,00;111410,00;111420,00;1665;;;
SPFB.RTS-12.18;1;14.12.2018;14:22;111440,00;111440,00;111350,00;111350,00;1107;;;
SPFB.RTS-12.18;1;14.12.2018;14:23;111350,00;111400,00;111330,00;111400,00;400;;;
SPFB.RTS-12.18;1;14.12.2018;14:24;111400,00;111470,00;111380,00;111420,00;947;;;
SPFB.RTS-12.18;1;14.12.2018;14:25;111420,00;111420,00;111360,00;111390,00;658;;;
SPFB.RTS-12.18;1;14.12.2018;14:26;111390,00;111410,00;111340,00;111400,00;297;;;
SPFB.RTS-12.18;1;14.12.2018;14:27;111380,00;111440,00;111350,00;111410,00;192;;;
SPFB.RTS-12.18;1;14.12.2018;14:28;111410,00;111440,00;111390,00;111390,00;152;;;
SPFB.RTS-12.18;1;14.12.2018;14:29;111410,00;111440,00;111380,00;111410,00;105;;;
SPFB.RTS-12.18;1;14.12.2018;14:30;111400,00;111410,00;111370,00;111390,00;124;;;
SPFB.RTS-12.18;1;14.12.2018;14:31;111370,00;111440,00;111350,00;111430,00;296;;;
SPFB.RTS-12.18;1;14.12.2018;14:32;111430,00;111470,00;111380,00;111390,00;209;;;
SPFB.RTS-12.18;1;14.12.2018;14:33;111390,00;111400,00;111360,00;111370,00;145;;;
SPFB.RTS-12.18;1;14.12.2018;14:34;111370,00;111380,00;111310,00;111380,00;573;;;
SPFB.RTS-12.18;1;14.12.2018;14:35;111370,00;111390,00;111330,00;111330,00;226;;;
SPFB.RTS-12.18;1;14.12.2018;14:36;111330,00;111350,00;111300,00;111310,00;405;;;
SPFB.RTS-12.18;1;14.12.2018;14:37;111310,00;111360,00;111300,00;111330,00;1068;;;
SPFB.RTS-12.18;1;14.12.2018;14:38;111330,00;111350,00;111310,00;111350,00;269;;;
SPFB.RTS-12.18;1;14.12.2018;14:39;111330,00;111350,00;111310,00;111350,00;368;;;
SPFB.RTS-12.18;1;14.12.2018;14:40;111350,00;111360,00;111320,00;111360,00;221;;;
SPFB.RTS-12.18;1;14.12.2018;14:41;111360,00;111360,00;111280,00;111300,00;273;;;
SPFB.RTS-12.18;1;14.12.2018;14:42;111280,00;111340,00;111270,00;111280,00;613;;;
SPFB.RTS-12.18;1;14.12.2018;14:43;111270,00;111290,00;111200,00;111230,00;924;;;
SPFB.RTS-12.18;1;14.12.2018;14:44;111230,00;111240,00;111110,00;111130,00;2027;;;
SPFB.RTS-12.18;1;14.12.2018;14:45;111150,00;111200,00;111040,00;111160,00;2128;;;
SPFB.RTS-12.18;1;14.12.2018;14:46;111160,00;111190,00;111110,00;111190,00;590;;;
SPFB.RTS-12.18;1;14.12.2018;14:47;111190,00;111300,00;111170,00;111270,00;902;;;
SPFB.RTS-12.18;1;14.12.2018;14:48;111290,00;111300,00;111230,00;111230,00;318;;;
SPFB.RTS-12.18;1;14.12.2018;14:49;111240,00;111350,00;111240,00;111320,00;594;;;
SPFB.RTS-12.18;1;14.12.2018;14:50;111320,00;111320,00;111250,00;111260,00;304;;;
SPFB.RTS-12.18;1;14.12.2018;14:51;111270,00;111290,00;111250,00;111260,00;186;;;
SPFB.RTS-12.18;1;14.12.2018;14:52;111260,00;111280,00;111230,00;111280,00;340;;;
SPFB.RTS-12.18;1;14.12.2018;14:53;111280,00;111320,00;111250,00;111320,00;625;;;
SPFB.RTS-12.18;1;14.12.2018;14:54;111320,00;111330,00;111240,00;111270,00;722;;;
SPFB.RTS-12.18;1;14.12.2018;14:55;111260,00;111260,00;111240,00;111240,00;97;;;
SPFB.RTS-12.18;1;14.12.2018;14:56;111240,00;111240,00;111160,00;111230,00;704;;;
SPFB.RTS-12.18;1;14.12.2018;14:57;111220,00;111310,00;111220,00;111290,00;875;;;
SPFB.RTS-12.18;1;14.12.2018;14:58;111300,00;111350,00;111250,00;111250,00;791;;;
SPFB.RTS-12.18;1;14.12.2018;14:59;111260,00;111290,00;111220,00;111290,00;435;;;
SPFB.RTS-12.18;1;14.12.2018;15:00;111280,00;111290,00;111230,00;111240,00;162;;;
SPFB.RTS-12.18;1;14.12.2018;15:01;111260,00;111260,00;111020,00;111060,00;1696;;;
SPFB.RTS-12.18;1;14.12.2018;15:02;111060,00;111110,00;111000,00;111080,00;1720;;;
SPFB.RTS-12.18;1;14.12.2018;15:03;111070,00;111130,00;111060,00;111080,00;544;;;
SPFB.RTS-12.18;1;14.12.2018;15:04;111070,00;111150,00;111030,00;111130,00;814;;;
SPFB.RTS-12.18;1;14.12.2018;15:05;111130,00;111130,00;111090,00;111090,00;425;;;
SPFB.RTS-12.18;1;14.12.2018;15:06;111090,00;111140,00;111080,00;111120,00;176;;;
SPFB.RTS-12.18;1;14.12.2018;15:07;111120,00;111190,00;111110,00;111110,00;949;;;
SPFB.RTS-12.18;1;14.12.2018;15:08;111120,00;111170,00;111110,00;111170,00;315;;;
SPFB.RTS-12.18;1;14.12.2018;15:09;111170,00;111170,00;111130,00;111160,00;228;;;
SPFB.RTS-12.18;1;14.12.2018;15:10;111160,00;111160,00;111140,00;111150,00;116;;;
SPFB.RTS-12.18;1;14.12.2018;15:11;111150,00;111200,00;111120,00;111200,00;407;;;
SPFB.RTS-12.18;1;14.12.2018;15:12;111200,00;111240,00;111180,00;111220,00;349;;;
SPFB.RTS-12.18;1;14.12.2018;15:13;111220,00;111250,00;111190,00;111210,00;222;;;
SPFB.RTS-12.18;1;14.12.2018;15:14;111200,00;111220,00;111160,00;111180,00;242;;;
SPFB.RTS-12.18;1;14.12.2018;15:15;111180,00;111220,00;111180,00;111210,00;135;;;
SPFB.RTS-12.18;1;14.12.2018;15:16;111200,00;111230,00;111190,00;111220,00;275;;;
SPFB.RTS-12.18;1;14.12.2018;15:17;111230,00;111240,00;111180,00;111200,00;286;;;
SPFB.RTS-12.18;1;14.12.2018;15:18;111200,00;111230,00;111190,00;111220,00;314;;;
SPFB.RTS-12.18;1;14.12.2018;15:19;111230,00;111250,00;111200,00;111230,00;257;;;
SPFB.RTS-12.18;1;14.12.2018;15:20;111230,00;111270,00;111230,00;111250,00;278;;;
SPFB.RTS-12.18;1;14.12.2018;15:21;111250,00;111260,00;111180,00;111200,00;393;;;
SPFB.RTS-12.18;1;14.12.2018;15:22;111200,00;111200,00;111130,00;111190,00;721;;;
SPFB.RTS-12.18;1;14.12.2018;15:23;111190,00;111190,00;111120,00;111160,00;245;;;
SPFB.RTS-12.18;1;14.12.2018;15:24;111150,00;111220,00;111150,00;111220,00;255;;;
SPFB.RTS-12.18;1;14.12.2018;15:25;111210,00;111210,00;111170,00;111190,00;77;;;
SPFB.RTS-12.18;1;14.12.2018;15:26;111180,00;111210,00;111150,00;111170,00;147;;;
SPFB.RTS-12.18;1;14.12.2018;15:27;111180,00;111230,00;111180,00;111210,00;134;;;
SPFB.RTS-12.18;1;14.12.2018;15:28;111210,00;111250,00;111200,00;111250,00;100;;;
SPFB.RTS-12.18;1;14.12.2018;15:29;111250,00;111280,00;111230,00;111250,00;349;;;
SPFB.RTS-12.18;1;14.12.2018;15:30;111240,00;111250,00;111200,00;111210,00;175;;;
SPFB.RTS-12.18;1;14.12.2018;15:31;111220,00;111250,00;111190,00;111220,00;280;;;
SPFB.RTS-12.18;1;14.12.2018;15:32;111220,00;111260,00;111210,00;111210,00;164;;;
SPFB.RTS-12.18;1;14.12.2018;15:33;111230,00;111280,00;111230,00;111280,00;91;;;
SPFB.RTS-12.18;1;14.12.2018;15:34;111270,00;111310,00;111260,00;111300,00;571;;;
SPFB.RTS-12.18;1;14.12.2018;15:35;111300,00;111330,00;111270,00;111330,00;512;;;
SPFB.RTS-12.18;1;14.12.2018;15:36;111330,00;111360,00;111300,00;111350,00;837;;;
SPFB.RTS-12.18;1;14.12.2018;15:37;111350,00;111400,00;111340,00;111340,00;741;;;
SPFB.RTS-12.18;1;14.12.2018;15:38;111340,00;111350,00;111310,00;111330,00;300;;;
SPFB.RTS-12.18;1;14.12.2018;15:39;111330,00;111330,00;111240,00;111300,00;1011;;;
SPFB.RTS-12.18;1;14.12.2018;15:40;111300,00;111380,00;111290,00;111340,00;720;;;
SPFB.RTS-12.18;1;14.12.2018;15:41;111350,00;111380,00;111320,00;111340,00;503;;;
SPFB.RTS-12.18;1;14.12.2018;15:42;111350,00;111370,00;111320,00;111320,00;272;;;
SPFB.RTS-12.18;1;14.12.2018;15:43;111330,00;111350,00;111300,00;111320,00;139;;;
SPFB.RTS-12.18;1;14.12.2018;15:44;111320,00;111360,00;111300,00;111350,00;106;;;
SPFB.RTS-12.18;1;14.12.2018;15:45;111360,00;111360,00;111300,00;111310,00;265;;;
SPFB.RTS-12.18;1;14.12.2018;15:46;111310,00;111320,00;111240,00;111250,00;433;;;
SPFB.RTS-12.18;1;14.12.2018;15:47;111240,00;111270,00;111210,00;111210,00;512;;;
SPFB.RTS-12.18;1;14.12.2018;15:48;111230,00;111250,00;111200,00;111230,00;202;;;
SPFB.RTS-12.18;1;14.12.2018;15:49;111220,00;111220,00;111100,00;111150,00;1081;;;
SPFB.RTS-12.18;1;14.12.2018;15:50;111160,00;111220,00;111140,00;111200,00;755;;;
SPFB.RTS-12.18;1;14.12.2018;15:51;111190,00;111200,00;111170,00;111200,00;143;;;
SPFB.RTS-12.18;1;14.12.2018;15:52;111200,00;111220,00;111190,00;111190,00;99;;;
SPFB.RTS-12.18;1;14.12.2018;15:53;111200,00;111230,00;111170,00;111200,00;75;;;
SPFB.RTS-12.18;1;14.12.2018;15:54;111190,00;111240,00;111190,00;111240,00;112;;;
SPFB.RTS-12.18;1;14.12.2018;15:55;111240,00;111250,00;111230,00;111240,00;73;;;
SPFB.RTS-12.18;1;14.12.2018;15:56;111230,00;111230,00;111160,00;111170,00;494;;;
SPFB.RTS-12.18;1;14.12.2018;15:57;111180,00;111210,00;111140,00;111190,00;373;;;
SPFB.RTS-12.18;1;14.12.2018;15:58;111190,00;111230,00;111190,00;111200,00;308;;;
SPFB.RTS-12.18;1;14.12.2018;15:59;111190,00;111200,00;111150,00;111200,00;269;;;
SPFB.RTS-12.18;1;14.12.2018;16:00;111190,00;111250,00;111170,00;111230,00;461;;;
SPFB.RTS-12.18;1;14.12.2018;16:01;111230,00;111230,00;111090,00;111090,00;1129;;;
SPFB.RTS-12.18;1;14.12.2018;16:02;111090,00;111130,00;111060,00;111090,00;978;;;
SPFB.RTS-12.18;1;14.12.2018;16:03;111080,00;111150,00;111070,00;111080,00;661;;;
SPFB.RTS-12.18;1;14.12.2018;16:04;111080,00;111100,00;111020,00;111030,00;1349;;;
SPFB.RTS-12.18;1;14.12.2018;16:05;111030,00;111100,00;111010,00;111080,00;1069;;;
SPFB.RTS-12.18;1;14.12.2018;16:06;111070,00;111100,00;111030,00;111090,00;1161;;;
SPFB.RTS-12.18;1;14.12.2018;16:07;111090,00;111110,00;111030,00;111110,00;517;;;
SPFB.RTS-12.18;1;14.12.2018;16:08;111100,00;111170,00;111100,00;111120,00;766;;;
SPFB.RTS-12.18;1;14.12.2018;16:09;111120,00;111160,00;111100,00;111150,00;509;;;
SPFB.RTS-12.18;1;14.12.2018;16:10;111160,00;111200,00;111150,00;111180,00;560;;;
SPFB.RTS-12.18;1;14.12.2018;16:11;111190,00;111240,00;111160,00;111230,00;661;;;
SPFB.RTS-12.18;1;14.12.2018;16:12;111220,00;111280,00;111200,00;111230,00;611;;;
SPFB.RTS-12.18;1;14.12.2018;16:13;111240,00;111240,00;111200,00;111230,00;244;;;
SPFB.RTS-12.18;1;14.12.2018;16:14;111230,00;111260,00;111200,00;111240,00;475;;;
SPFB.RTS-12.18;1;14.12.2018;16:15;111230,00;111310,00;111210,00;111270,00;850;;;
SPFB.RTS-12.18;1;14.12.2018;16:16;111280,00;111310,00;111240,00;111300,00;437;;;
SPFB.RTS-12.18;1;14.12.2018;16:17;111300,00;111330,00;111270,00;111290,00;499;;;
SPFB.RTS-12.18;1;14.12.2018;16:18;111280,00;111300,00;111260,00;111270,00;131;;;
SPFB.RTS-12.18;1;14.12.2018;16:19;111270,00;111310,00;111260,00;111280,00;285;;;
SPFB.RTS-12.18;1;14.12.2018;16:20;111280,00;111300,00;111270,00;111290,00;121;;;
SPFB.RTS-12.18;1;14.12.2018;16:21;111290,00;111330,00;111290,00;111300,00;288;;;
SPFB.RTS-12.18;1;14.12.2018;16:22;111290,00;111290,00;111250,00;111270,00;351;;;
SPFB.RTS-12.18;1;14.12.2018;16:23;111270,00;111270,00;111230,00;111250,00;443;;;
SPFB.RTS-12.18;1;14.12.2018;16:24;111240,00;111270,00;111220,00;111230,00;258;;;
SPFB.RTS-12.18;1;14.12.2018;16:25;111230,00;111250,00;111220,00;111250,00;135;;;
SPFB.RTS-12.18;1;14.12.2018;16:26;111250,00;111280,00;111230,00;111260,00;293;;;
SPFB.RTS-12.18;1;14.12.2018;16:27;111260,00;111270,00;111230,00;111250,00;77;;;
SPFB.RTS-12.18;1;14.12.2018;16:28;111240,00;111250,00;111170,00;111180,00;665;;;
SPFB.RTS-12.18;1;14.12.2018;16:29;111180,00;111220,00;111180,00;111210,00;187;;;
SPFB.RTS-12.18;1;14.12.2018;16:30;111200,00;111220,00;111180,00;111200,00;150;;;
SPFB.RTS-12.18;1;14.12.2018;16:31;111200,00;111210,00;111150,00;111180,00;447;;;
SPFB.RTS-12.18;1;14.12.2018;16:32;111180,00;111250,00;111100,00;111170,00;1014;;;
SPFB.RTS-12.18;1;14.12.2018;16:33;111180,00;111200,00;111120,00;111130,00;301;;;
SPFB.RTS-12.18;1;14.12.2018;16:34;111140,00;111190,00;111120,00;111160,00;313;;;
SPFB.RTS-12.18;1;14.12.2018;16:35;111160,00;111270,00;111150,00;111210,00;512;;;
SPFB.RTS-12.18;1;14.12.2018;16:36;111200,00;111260,00;111190,00;111250,00;321;;;
SPFB.RTS-12.18;1;14.12.2018;16:37;111250,00;111300,00;111240,00;111260,00;304;;;
SPFB.RTS-12.18;1;14.12.2018;16:38;111260,00;111280,00;111230,00;111260,00;152;;;
SPFB.RTS-12.18;1;14.12.2018;16:39;111250,00;111310,00;111250,00;111270,00;425;;;
SPFB.RTS-12.18;1;14.12.2018;16:40;111270,00;111280,00;111230,00;111260,00;177;;;
SPFB.RTS-12.18;1;14.12.2018;16:41;111250,00;111270,00;111230,00;111250,00;347;;;
SPFB.RTS-12.18;1;14.12.2018;16:42;111260,00;111320,00;111260,00;111290,00;432;;;
SPFB.RTS-12.18;1;14.12.2018;16:43;111290,00;111310,00;111230,00;111260,00;326;;;
SPFB.RTS-12.18;1;14.12.2018;16:44;111260,00;111320,00;111240,00;111300,00;610;;;
SPFB.RTS-12.18;1;14.12.2018;16:45;111300,00;111330,00;111270,00;111310,00;502;;;
SPFB.RTS-12.18;1;14.12.2018;16:46;111320,00;111380,00;111300,00;111380,00;979;;;
SPFB.RTS-12.18;1;14.12.2018;16:47;111380,00;111380,00;111300,00;111300,00;693;;;
SPFB.RTS-12.18;1;14.12.2018;16:48;111290,00;111300,00;111250,00;111280,00;380;;;
SPFB.RTS-12.18;1;14.12.2018;16:49;111270,00;111340,00;111260,00;111300,00;184;;;
SPFB.RTS-12.18;1;14.12.2018;16:50;111290,00;111330,00;111270,00;111330,00;206;;;
SPFB.RTS-12.18;1;14.12.2018;16:51;111330,00;111370,00;111320,00;111360,00;192;;;
SPFB.RTS-12.18;1;14.12.2018;16:52;111360,00;111450,00;111360,00;111380,00;1190;;;
SPFB.RTS-12.18;1;14.12.2018;16:53;111380,00;111430,00;111380,00;111430,00;380;;;
SPFB.RTS-12.18;1;14.12.2018;16:54;111420,00;111450,00;111410,00;111420,00;324;;;
SPFB.RTS-12.18;1;14.12.2018;16:55;111430,00;111450,00;111400,00;111410,00;426;;;
SPFB.RTS-12.18;1;14.12.2018;16:56;111400,00;111420,00;111380,00;111400,00;348;;;
SPFB.RTS-12.18;1;14.12.2018;16:57;111400,00;111530,00;111400,00;111480,00;1193;;;
SPFB.RTS-12.18;1;14.12.2018;16:58;111470,00;111520,00;111460,00;111510,00;512;;;
SPFB.RTS-12.18;1;14.12.2018;16:59;111520,00;111590,00;111520,00;111540,00;1557;;;
SPFB.RTS-12.18;1;14.12.2018;17:00;111550,00;111570,00;111510,00;111560,00;427;;;
SPFB.RTS-12.18;1;14.12.2018;17:01;111550,00;111580,00;111480,00;111480,00;1118;;;
SPFB.RTS-12.18;1;14.12.2018;17:02;111480,00;111510,00;111430,00;111450,00;716;;;
SPFB.RTS-12.18;1;14.12.2018;17:03;111470,00;111470,00;111410,00;111410,00;439;;;
SPFB.RTS-12.18;1;14.12.2018;17:04;111410,00;111440,00;111400,00;111410,00;255;;;
SPFB.RTS-12.18;1;14.12.2018;17:05;111410,00;111440,00;111360,00;111400,00;448;;;
SPFB.RTS-12.18;1;14.12.2018;17:06;111400,00;111430,00;111370,00;111390,00;323;;;
SPFB.RTS-12.18;1;14.12.2018;17:07;111390,00;111400,00;111330,00;111350,00;219;;;
SPFB.RTS-12.18;1;14.12.2018;17:08;111350,00;111410,00;111350,00;111380,00;266;;;
SPFB.RTS-12.18;1;14.12.2018;17:09;111370,00;111400,00;111360,00;111400,00;180;;;
SPFB.RTS-12.18;1;14.12.2018;17:10;111400,00;111420,00;111370,00;111390,00;529;;;
SPFB.RTS-12.18;1;14.12.2018;17:11;111390,00;111430,00;111390,00;111420,00;302;;;
SPFB.RTS-12.18;1;14.12.2018;17:12;111420,00;111420,00;111390,00;111410,00;412;;;
SPFB.RTS-12.18;1;14.12.2018;17:13;111400,00;111420,00;111360,00;111380,00;275;;;
SPFB.RTS-12.18;1;14.12.2018;17:14;111380,00;111420,00;111380,00;111420,00;190;;;
SPFB.RTS-12.18;1;14.12.2018;17:15;111410,00;111420,00;111360,00;111390,00;267;;;
SPFB.RTS-12.18;1;14.12.2018;17:16;111390,00;111410,00;111360,00;111400,00;366;;;
SPFB.RTS-12.18;1;14.12.2018;17:17;111410,00;111430,00;111370,00;111420,00;253;;;
SPFB.RTS-12.18;1;14.12.2018;17:18;111410,00;111450,00;111370,00;111400,00;414;;;
SPFB.RTS-12.18;1;14.12.2018;17:19;111400,00;111440,00;111390,00;111420,00;231;;;
SPFB.RTS-12.18;1;14.12.2018;17:20;111420,00;111520,00;111410,00;111480,00;499;;;
SPFB.RTS-12.18;1;14.12.2018;17:21;111470,00;111520,00;111470,00;111520,00;301;;;
SPFB.RTS-12.18;1;14.12.2018;17:22;111530,00;111570,00;111500,00;111520,00;692;;;
SPFB.RTS-12.18;1;14.12.2018;17:23;111530,00;111550,00;111480,00;111520,00;514;;;
SPFB.RTS-12.18;1;14.12.2018;17:24;111520,00;111530,00;111460,00;111490,00;361;;;
SPFB.RTS-12.18;1;14.12.2018;17:25;111490,00;111530,00;111480,00;111530,00;316;;;
SPFB.RTS-12.18;1;14.12.2018;17:26;111520,00;111540,00;111500,00;111520,00;379;;;
SPFB.RTS-12.18;1;14.12.2018;17:27;111520,00;111520,00;111410,00;111420,00;751;;;
SPFB.RTS-12.18;1;14.12.2018;17:28;111420,00;111460,00;111400,00;111440,00;411;;;
SPFB.RTS-12.18;1;14.12.2018;17:29;111450,00;111450,00;111400,00;111430,00;405;;;
SPFB.RTS-12.18;1;14.12.2018;17:30;111430,00;111430,00;111350,00;111360,00;390;;;
SPFB.RTS-12.18;1;14.12.2018;17:31;111370,00;111440,00;111310,00;111380,00;1020;;;
SPFB.RTS-12.18;1;14.12.2018;17:32;111380,00;111400,00;111310,00;111350,00;728;;;
SPFB.RTS-12.18;1;14.12.2018;17:33;111350,00;111370,00;111280,00;111290,00;1043;;;
SPFB.RTS-12.18;1;14.12.2018;17:34;111290,00;111350,00;111170,00;111240,00;2712;;;
SPFB.RTS-12.18;1;14.12.2018;17:35;111240,00;111240,00;110900,00;110910,00;7535;;;
SPFB.RTS-12.18;1;14.12.2018;17:36;110920,00;110920,00;110760,00;110830,00;4843;;;
SPFB.RTS-12.18;1;14.12.2018;17:37;110830,00;110870,00;110780,00;110840,00;3109;;;
SPFB.RTS-12.18;1;14.12.2018;17:38;110840,00;110840,00;110740,00;110750,00;2373;;;
SPFB.RTS-12.18;1;14.12.2018;17:39;110740,00;110980,00;110730,00;110940,00;3853;;;
SPFB.RTS-12.18;1;14.12.2018;17:40;110960,00;111000,00;110780,00;110890,00;2511;;;
SPFB.RTS-12.18;1;14.12.2018;17:41;110890,00;110950,00;110790,00;110940,00;1696;;;
SPFB.RTS-12.18;1;14.12.2018;17:42;110940,00;111010,00;110930,00;111000,00;1105;;;
SPFB.RTS-12.18;1;14.12.2018;17:43;111000,00;111050,00;110970,00;111000,00;731;;;
SPFB.RTS-12.18;1;14.12.2018;17:44;111000,00;111010,00;110930,00;111000,00;721;;;
SPFB.RTS-12.18;1;14.12.2018;17:45;111000,00;111010,00;110930,00;110990,00;579;;;
SPFB.RTS-12.18;1;14.12.2018;17:46;111000,00;111030,00;110910,00;110910,00;865;;;
SPFB.RTS-12.18;1;14.12.2018;17:47;110930,00;110950,00;110890,00;110950,00;1238;;;
SPFB.RTS-12.18;1;14.12.2018;17:48;110940,00;111020,00;110900,00;111010,00;947;;;
SPFB.RTS-12.18;1;14.12.2018;17:49;111010,00;111010,00;110940,00;110970,00;618;;;
SPFB.RTS-12.18;1;14.12.2018;17:50;110970,00;111000,00;110960,00;110980,00;311;;;
SPFB.RTS-12.18;1;14.12.2018;17:51;110990,00;110990,00;110870,00;110880,00;927;;;
SPFB.RTS-12.18;1;14.12.2018;17:52;110870,00;110930,00;110840,00;110900,00;513;;;
SPFB.RTS-12.18;1;14.12.2018;17:53;110910,00;111000,00;110910,00;110990,00;333;;;
SPFB.RTS-12.18;1;14.12.2018;17:54;110990,00;111040,00;110960,00;110970,00;615;;;
SPFB.RTS-12.18;1;14.12.2018;17:55;110960,00;111100,00;110910,00;111100,00;1036;;;
SPFB.RTS-12.18;1;14.12.2018;17:56;111100,00;111120,00;111010,00;111060,00;1206;;;
SPFB.RTS-12.18;1;14.12.2018;17:57;111050,00;111100,00;110990,00;111010,00;730;;;
SPFB.RTS-12.18;1;14.12.2018;17:58;111020,00;111020,00;110940,00;110990,00;729;;;
SPFB.RTS-12.18;1;14.12.2018;17:59;110980,00;111080,00;110960,00;111080,00;465;;;
SPFB.RTS-12.18;1;14.12.2018;18:00;111080,00;111080,00;110970,00;110970,00;738;;;
SPFB.RTS-12.18;1;14.12.2018;18:01;110980,00;111050,00;110960,00;110990,00;1113;;;
SPFB.RTS-12.18;1;14.12.2018;18:02;111010,00;111210,00;110990,00;111140,00;2255;;;
SPFB.RTS-12.18;1;14.12.2018;18:03;111150,00;111170,00;111110,00;111130,00;569;;;
SPFB.RTS-12.18;1;14.12.2018;18:04;111140,00;111190,00;111110,00;111160,00;609;;;
SPFB.RTS-12.18;1;14.12.2018;18:05;111150,00;111160,00;111090,00;111150,00;441;;;
SPFB.RTS-12.18;1;14.12.2018;18:06;111160,00;111170,00;111060,00;111070,00;790;;;
SPFB.RTS-12.18;1;14.12.2018;18:07;111060,00;111060,00;111020,00;111040,00;654;;;
SPFB.RTS-12.18;1;14.12.2018;18:08;111030,00;111040,00;110960,00;110980,00;687;;;
SPFB.RTS-12.18;1;14.12.2018;18:09;110990,00;111060,00;110980,00;111060,00;373;;;
SPFB.RTS-12.18;1;14.12.2018;18:10;111060,00;111070,00;111030,00;111050,00;290;;;
SPFB.RTS-12.18;1;14.12.2018;18:11;111060,00;111080,00;110940,00;110960,00;1021;;;
SPFB.RTS-12.18;1;14.12.2018;18:12;110950,00;111000,00;110900,00;110970,00;1420;;;
SPFB.RTS-12.18;1;14.12.2018;18:13;110960,00;110960,00;110830,00;110900,00;964;;;
SPFB.RTS-12.18;1;14.12.2018;18:14;110900,00;110940,00;110820,00;110880,00;1056;;;
SPFB.RTS-12.18;1;14.12.2018;18:15;110880,00;110930,00;110840,00;110920,00;622;;;
SPFB.RTS-12.18;1;14.12.2018;18:16;110910,00;110950,00;110900,00;110950,00;850;;;
SPFB.RTS-12.18;1;14.12.2018;18:17;110950,00;111110,00;110940,00;111060,00;1831;;;
SPFB.RTS-12.18;1;14.12.2018;18:18;111060,00;111100,00;111020,00;111020,00;972;;;
SPFB.RTS-12.18;1;14.12.2018;18:19;111030,00;111030,00;110990,00;111030,00;462;;;
SPFB.RTS-12.18;1;14.12.2018;18:20;111020,00;111090,00;111010,00;111090,00;525;;;
SPFB.RTS-12.18;1;14.12.2018;18:21;111080,00;111110,00;111060,00;111100,00;471;;;
SPFB.RTS-12.18;1;14.12.2018;18:22;111100,00;111120,00;111070,00;111090,00;179;;;
SPFB.RTS-12.18;1;14.12.2018;18:23;111080,00;111140,00;111050,00;111110,00;444;;;
SPFB.RTS-12.18;1;14.12.2018;18:24;111120,00;111140,00;111090,00;111100,00;416;;;
SPFB.RTS-12.18;1;14.12.2018;18:25;111100,00;111150,00;111080,00;111120,00;333;;;
SPFB.RTS-12.18;1;14.12.2018;18:26;111120,00;111150,00;111100,00;111120,00;358;;;
SPFB.RTS-12.18;1;14.12.2018;18:27;111120,00;111120,00;111050,00;111060,00;594;;;
